"","candidate","date","state","year","party","incumbant_party","winner","dem_margin_estimate","pct_estimate","vote_share","dem_margin","average_afinn","daily_afinn","average_bing","daily_bing","polling_difference","margin_error","dummy_party"
"1","Donald+Trump",2024-11-05,"National",2024,"r",0,1,1.2295,46.8135,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.1492344749872,2.78278069053111,0
"2","Kamala+Harris",2024-11-05,"National",2024,"d",1,0,1.2295,48.043,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.366453784456105,2.78278069053111,1
"3","Donald+Trump",2024-11-04,"National",2024,"r",0,1,1.24635,46.81215,49.9627344749872,-1.55328069053111,0.75462962962963,0.428571428571429,0.0552763819095477,0,3.1505844749872,2.79963069053111,0
"4","Kamala+Harris",2024-11-04,"National",2024,"d",1,0,1.24635,48.0585,48.4094537844561,-1.55328069053111,2.33870967741935,1.75,0.58974358974359,0.714285714285714,0.350953784456102,2.79963069053111,1
"5","Donald+Trump",2024-11-03,"National",2024,"r",0,1,0.930349999999997,46.96645,49.9627344749872,-1.55328069053111,0.75462962962963,1.66666666666667,0.0552763819095477,-0.2,2.9962844749872,2.48363069053111,0
"6","Kamala+Harris",2024-11-03,"National",2024,"d",1,0,0.930349999999997,47.8968,48.4094537844561,-1.55328069053111,2.33870967741935,3,0.58974358974359,1,0.512653784456106,2.48363069053111,1
"7","Donald+Trump",2024-11-02,"National",2024,"r",0,1,0.974999999999994,46.8919,49.9627344749872,-1.55328069053111,0.75462962962963,-1.75,0.0552763819095477,-0.5,3.0708344749872,2.5282806905311,0
"8","Kamala+Harris",2024-11-02,"National",2024,"d",1,0,0.974999999999994,47.8669,48.4094537844561,-1.55328069053111,NA,NA,0.58974358974359,-1,0.542553784456103,2.5282806905311,1
"9","Donald+Trump",2024-11-01,"National",2024,"r",0,1,1.26004999999999,46.75995,49.9627344749872,-1.55328069053111,0.75462962962963,1.37254901960784,0.0552763819095477,0.333333333333333,3.2027844749872,2.8133306905311,0
"10","Kamala+Harris",2024-11-01,"National",2024,"d",1,0,1.26004999999999,48.02,48.4094537844561,-1.55328069053111,2.33870967741935,3.6,0.58974358974359,0.888888888888889,0.389453784456101,2.8133306905311,1
"11","Donald+Trump",2024-10-31,"National",2024,"r",0,1,1.15320000000001,46.76565,49.9627344749872,-1.55328069053111,0.75462962962963,1,0.0552763819095477,0.2,3.1970844749872,2.70648069053112,0
"12","Kamala+Harris",2024-10-31,"National",2024,"d",1,0,1.15320000000001,47.91885,48.4094537844561,-1.55328069053111,NA,NA,0.58974358974359,-1,0.490603784456106,2.70648069053112,1
"13","Donald+Trump",2024-10-30,"National",2024,"r",0,1,1.3968,46.65975,49.9627344749872,-1.55328069053111,0.75462962962963,0.714285714285714,0.0552763819095477,0.2,3.3029844749872,2.95008069053111,0
"14","Kamala+Harris",2024-10-30,"National",2024,"d",1,0,1.3968,48.05655,48.4094537844561,-1.55328069053111,2.33870967741935,1.75,0.58974358974359,0.111111111111111,0.352903784456103,2.95008069053111,1
"15","Donald+Trump",2024-10-29,"National",2024,"r",0,1,1.39825,46.7137,49.9627344749872,-1.55328069053111,0.75462962962963,0.380952380952381,0.0552763819095477,-0.5,3.2490344749872,2.95153069053111,0
"16","Kamala+Harris",2024-10-29,"National",2024,"d",1,0,1.39825,48.11195,48.4094537844561,-1.55328069053111,2.33870967741935,0.4,0.58974358974359,0.333333333333333,0.297503784456104,2.95153069053111,1
"17","Donald+Trump",2024-10-28,"National",2024,"r",0,1,1.41160000000001,46.6442,49.9627344749872,-1.55328069053111,0.75462962962963,0.444444444444444,0.0552763819095477,-0.2,3.3185344749872,2.96488069053112,0
"18","Kamala+Harris",2024-10-28,"National",2024,"d",1,0,1.41160000000001,48.0558,48.4094537844561,-1.55328069053111,2.33870967741935,-0.666666666666667,0.58974358974359,0.2,0.353653784456107,2.96488069053112,1
"19","Donald+Trump",2024-10-27,"National",2024,"r",0,1,1.41345,46.6682,49.9627344749872,-1.55328069053111,0.75462962962963,-0.666666666666667,0.0552763819095477,-0.333333333333333,3.2945344749872,2.96673069053111,0
"20","Kamala+Harris",2024-10-27,"National",2024,"d",1,0,1.41345,48.08165,48.4094537844561,-1.55328069053111,2.33870967741935,4,0.58974358974359,1,0.327803784456101,2.96673069053111,1
"21","Donald+Trump",2024-10-26,"National",2024,"r",0,1,1.32825,46.61625,49.9627344749872,-1.55328069053111,0.75462962962963,1.375,0.0552763819095477,0.2,3.3464844749872,2.88153069053111,0
"22","Kamala+Harris",2024-10-26,"National",2024,"d",1,0,1.32825,47.9445,48.4094537844561,-1.55328069053111,2.33870967741935,2,0.58974358974359,1,0.464953784456107,2.88153069053111,1
"23","Donald+Trump",2024-10-25,"National",2024,"r",0,1,1.40214999999999,46.6089,49.9627344749872,-1.55328069053111,0.75462962962963,0.595744680851064,0.0552763819095477,0.241379310344828,3.3538344749872,2.9554306905311,0
"24","Kamala+Harris",2024-10-25,"National",2024,"d",1,0,1.40214999999999,48.01105,48.4094537844561,-1.55328069053111,2.33870967741935,4,0.58974358974359,1,0.398403784456107,2.9554306905311,1
"25","Donald+Trump",2024-10-24,"National",2024,"r",0,1,1.7031,46.4039,49.9627344749872,-1.55328069053111,0.75462962962963,1.1875,0.0552763819095477,0.1,3.5588344749872,3.25638069053111,0
"26","Kamala+Harris",2024-10-24,"National",2024,"d",1,0,1.7031,48.107,48.4094537844561,-1.55328069053111,NA,NA,0.58974358974359,1,0.302453784456105,3.25638069053111,1
"27","Donald+Trump",2024-10-23,"National",2024,"r",0,1,1.79895,46.3247,49.9627344749872,-1.55328069053111,0.75462962962963,0.571428571428571,0.0552763819095477,0,3.6380344749872,3.35223069053111,0
"28","Kamala+Harris",2024-10-23,"National",2024,"d",1,0,1.79895,48.12365,48.4094537844561,-1.55328069053111,2.33870967741935,3,0.58974358974359,0.333333333333333,0.285803784456107,3.35223069053111,1
"29","Donald+Trump",2024-10-22,"National",2024,"r",0,1,1.66945,46.40775,49.9627344749872,-1.55328069053111,0.75462962962963,1,0.0552763819095477,1,3.5549844749872,3.22273069053111,0
"30","Kamala+Harris",2024-10-22,"National",2024,"d",1,0,1.66945,48.0772,48.4094537844561,-1.55328069053111,2.33870967741935,-0.5,0.58974358974359,-0.2,0.332253784456107,3.22273069053111,1
"31","Donald+Trump",2024-10-21,"National",2024,"r",0,1,1.80495,46.39955,49.9627344749872,-1.55328069053111,0.75462962962963,0.333333333333333,0.0552763819095477,-0.2,3.5631844749872,3.35823069053111,0
"32","Kamala+Harris",2024-10-21,"National",2024,"d",1,0,1.80495,48.2045,48.4094537844561,-1.55328069053111,2.33870967741935,2.25,0.58974358974359,1,0.204953784456102,3.35823069053111,1
"33","Donald+Trump",2024-10-20,"National",2024,"r",0,1,1.78685,46.4187,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.5440344749872,3.34013069053111,0
"34","Kamala+Harris",2024-10-20,"National",2024,"d",1,0,1.78685,48.20555,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.203903784456102,3.34013069053111,1
"35","Donald+Trump",2024-10-19,"National",2024,"r",0,1,2.03095,46.33135,49.9627344749872,-1.55328069053111,0.75462962962963,-0.333333333333333,0.0552763819095477,-0.75,3.6313844749872,3.58423069053111,0
"36","Kamala+Harris",2024-10-19,"National",2024,"d",1,0,2.03095,48.3623,48.4094537844561,-1.55328069053111,2.33870967741935,4,0.58974358974359,1,0.047153784456107,3.58423069053111,1
"37","Donald+Trump",2024-10-18,"National",2024,"r",0,1,2.0605,46.3162,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.6465344749872,3.61378069053111,0
"38","Kamala+Harris",2024-10-18,"National",2024,"d",1,0,2.0605,48.3767,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.032753784456105,3.61378069053111,1
"39","Donald+Trump",2024-10-17,"National",2024,"r",0,1,2.3644,46.14575,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.8169844749872,3.91768069053111,0
"40","Kamala+Harris",2024-10-17,"National",2024,"d",1,0,2.3644,48.51015,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.100696215543898,3.91768069053111,1
"41","Donald+Trump",2024-10-16,"National",2024,"r",0,1,2.384,46.1422,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.8205344749872,3.93728069053111,0
"42","Kamala+Harris",2024-10-16,"National",2024,"d",1,0,2.384,48.5262,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.116746215543898,3.93728069053111,1
"43","Donald+Trump",2024-10-15,"National",2024,"r",0,1,2.39465,46.068,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.8947344749872,3.94793069053111,0
"44","Kamala+Harris",2024-10-15,"National",2024,"d",1,0,2.39465,48.46265,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0531962155438919,3.94793069053111,1
"45","Donald+Trump",2024-10-14,"National",2024,"r",0,1,2.43424999999999,46.10375,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.8589844749872,3.9875306905311,0
"46","Kamala+Harris",2024-10-14,"National",2024,"d",1,0,2.43424999999999,48.538,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.128546215543892,3.9875306905311,1
"47","Donald+Trump",2024-10-13,"National",2024,"r",0,1,2.43615,46.10915,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.8535844749872,3.98943069053111,0
"48","Kamala+Harris",2024-10-13,"National",2024,"d",1,0,2.43615,48.5453,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.135846215543893,3.98943069053111,1
"49","Donald+Trump",2024-10-12,"National",2024,"r",0,1,2.4935,45.98535,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.9773844749872,4.04678069053111,0
"50","Kamala+Harris",2024-10-12,"National",2024,"d",1,0,2.4935,48.47885,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0693962155438967,4.04678069053111,1
"51","Donald+Trump",2024-10-11,"National",2024,"r",0,1,2.48255,45.9892,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.9735344749872,4.03583069053111,0
"52","Kamala+Harris",2024-10-11,"National",2024,"d",1,0,2.48255,48.47175,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0622962155438955,4.03583069053111,1
"53","Donald+Trump",2024-10-10,"National",2024,"r",0,1,2.4453,46.0044,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,3.9583344749872,3.99858069053111,0
"54","Kamala+Harris",2024-10-10,"National",2024,"d",1,0,2.4453,48.4497,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0402462155438954,3.99858069053111,1
"55","Donald+Trump",2024-10-09,"National",2024,"r",0,1,2.51864999999999,45.9098,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0529344749872,4.0719306905311,0
"56","Kamala+Harris",2024-10-09,"National",2024,"d",1,0,2.51864999999999,48.42845,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0189962155438934,4.0719306905311,1
"57","Donald+Trump",2024-10-08,"National",2024,"r",0,1,2.60735,45.93825,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0244844749872,4.16063069053111,0
"58","Kamala+Harris",2024-10-08,"National",2024,"d",1,0,2.60735,48.5456,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.136146215543896,4.16063069053111,1
"59","Donald+Trump",2024-10-07,"National",2024,"r",0,1,2.5969,45.8846,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0781344749872,4.15018069053111,0
"60","Kamala+Harris",2024-10-07,"National",2024,"d",1,0,2.5969,48.4815,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0720462155438923,4.15018069053111,1
"61","Donald+Trump",2024-10-06,"National",2024,"r",0,1,2.57624999999999,45.8808,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0819344749872,4.1295306905311,0
"62","Kamala+Harris",2024-10-06,"National",2024,"d",1,0,2.57624999999999,48.45705,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0475962155438978,4.1295306905311,1
"63","Donald+Trump",2024-10-05,"National",2024,"r",0,1,2.52075000000001,45.92335,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0393844749872,4.07403069053112,0
"64","Kamala+Harris",2024-10-05,"National",2024,"d",1,0,2.52075000000001,48.4441,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0346462155438942,4.07403069053112,1
"65","Donald+Trump",2024-10-04,"National",2024,"r",0,1,2.5205,45.91605,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0466844749872,4.07378069053111,0
"66","Kamala+Harris",2024-10-04,"National",2024,"d",1,0,2.5205,48.43655,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0270962155438923,4.07378069053111,1
"67","Donald+Trump",2024-10-03,"National",2024,"r",0,1,2.6673,45.8356,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.1271344749872,4.22058069053111,0
"68","Kamala+Harris",2024-10-03,"National",2024,"d",1,0,2.6673,48.5029,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0934462155438922,4.22058069053111,1
"69","Donald+Trump",2024-10-02,"National",2024,"r",0,1,2.7983,45.77035,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.1923844749872,4.35158069053111,0
"70","Kamala+Harris",2024-10-02,"National",2024,"d",1,0,2.7983,48.56865,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.159196215543894,4.35158069053111,1
"71","Donald+Trump",2024-10-01,"National",2024,"r",0,1,2.6401,45.91465,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.0480844749872,4.19338069053111,0
"72","Kamala+Harris",2024-10-01,"National",2024,"d",1,0,2.6401,48.55475,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.145296215543894,4.19338069053111,1
"73","Donald+Trump",2024-09-30,"National",2024,"r",0,1,2.7502,45.7158,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2469344749872,4.30348069053111,0
"74","Kamala+Harris",2024-09-30,"National",2024,"d",1,0,2.7502,48.466,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0565462155438965,4.30348069053111,1
"75","Donald+Trump",2024-09-29,"National",2024,"r",0,1,2.80865,45.70655,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2561844749872,4.36193069053111,0
"76","Kamala+Harris",2024-09-29,"National",2024,"d",1,0,2.80865,48.5152,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.105746215543896,4.36193069053111,1
"77","Donald+Trump",2024-09-28,"National",2024,"r",0,1,2.841,45.7044,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2583344749872,4.39428069053111,0
"78","Kamala+Harris",2024-09-28,"National",2024,"d",1,0,2.841,48.5454,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.135946215543896,4.39428069053111,1
"79","Donald+Trump",2024-09-27,"National",2024,"r",0,1,2.8419,45.73125,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2314844749872,4.39518069053111,0
"80","Kamala+Harris",2024-09-27,"National",2024,"d",1,0,2.8419,48.57315,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.163696215543894,4.39518069053111,1
"81","Donald+Trump",2024-09-26,"National",2024,"r",0,1,2.9242,45.7225,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2402344749872,4.47748069053111,0
"82","Kamala+Harris",2024-09-26,"National",2024,"d",1,0,2.9242,48.6467,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.237246215543898,4.47748069053111,1
"83","Donald+Trump",2024-09-25,"National",2024,"r",0,1,2.5556,45.82955,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.1331844749872,4.10888069053111,0
"84","Kamala+Harris",2024-09-25,"National",2024,"d",1,0,2.5556,48.38515,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0243037844561016,4.10888069053111,1
"85","Donald+Trump",2024-09-24,"National",2024,"r",0,1,2.4489,45.81285,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.1498844749872,4.00218069053111,0
"86","Kamala+Harris",2024-09-24,"National",2024,"d",1,0,2.4489,48.26175,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.147703784456105,4.00218069053111,1
"87","Donald+Trump",2024-09-23,"National",2024,"r",0,1,2.70995000000001,45.61245,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.3502844749872,4.26323069053112,0
"88","Kamala+Harris",2024-09-23,"National",2024,"d",1,0,2.70995000000001,48.3224,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0870537844561028,4.26323069053112,1
"89","Donald+Trump",2024-09-22,"National",2024,"r",0,1,2.89985,45.549,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.4137344749872,4.45313069053111,0
"90","Kamala+Harris",2024-09-22,"National",2024,"d",1,0,2.89985,48.44885,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0393962155438956,4.45313069053111,1
"91","Donald+Trump",2024-09-21,"National",2024,"r",0,1,2.7685,45.58,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.3827344749872,4.32178069053111,0
"92","Kamala+Harris",2024-09-21,"National",2024,"d",1,0,2.7685,48.3485,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0609537844561032,4.32178069053111,1
"93","Donald+Trump",2024-09-20,"National",2024,"r",0,1,2.80535,45.55855,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.4041844749872,4.35863069053111,0
"94","Kamala+Harris",2024-09-20,"National",2024,"d",1,0,2.80535,48.3639,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0455537844561036,4.35863069053111,1
"95","Donald+Trump",2024-09-19,"National",2024,"r",0,1,2.85165000000001,45.5337,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.4290344749872,4.40493069053112,0
"96","Kamala+Harris",2024-09-19,"National",2024,"d",1,0,2.85165000000001,48.38535,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.0241037844561021,4.40493069053112,1
"97","Donald+Trump",2024-09-18,"National",2024,"r",0,1,3.3143,45.215,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.7477344749872,4.86758069053111,0
"98","Kamala+Harris",2024-09-18,"National",2024,"d",1,0,3.3143,48.5293,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.119846215543895,4.86758069053111,1
"99","Donald+Trump",2024-09-17,"National",2024,"r",0,1,2.93625,45.3244,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.6383344749872,4.48953069053111,0
"100","Kamala+Harris",2024-09-17,"National",2024,"d",1,0,2.93625,48.26065,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.148803784456106,4.48953069053111,1
"101","Donald+Trump",2024-09-16,"National",2024,"r",0,1,2.74775,45.343,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.6197344749872,4.30103069053111,0
"102","Kamala+Harris",2024-09-16,"National",2024,"d",1,0,2.74775,48.09075,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.318703784456105,4.30103069053111,1
"103","Donald+Trump",2024-09-15,"National",2024,"r",0,1,2.63499999999999,45.43295,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.5297844749872,4.1882806905311,0
"104","Kamala+Harris",2024-09-15,"National",2024,"d",1,0,2.63499999999999,48.06795,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.341503784456101,4.1882806905311,1
"105","Donald+Trump",2024-09-14,"National",2024,"r",0,1,2.6165,45.3984,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.5643344749872,4.16978069053111,0
"106","Kamala+Harris",2024-09-14,"National",2024,"d",1,0,2.6165,48.0149,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.394553784456107,4.16978069053111,1
"107","Donald+Trump",2024-09-13,"National",2024,"r",0,1,2.79770000000001,45.3775,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.5852344749872,4.35098069053112,0
"108","Kamala+Harris",2024-09-13,"National",2024,"d",1,0,2.79770000000001,48.1752,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.234253784456108,4.35098069053112,1
"109","Donald+Trump",2024-09-12,"National",2024,"r",0,1,2.6136,45.60935,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.3533844749872,4.16688069053111,0
"110","Kamala+Harris",2024-09-12,"National",2024,"d",1,0,2.6136,48.22295,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.186503784456107,4.16688069053111,1
"111","Donald+Trump",2024-09-11,"National",2024,"r",0,1,2.36945,45.7001,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.2626344749872,3.92273069053111,0
"112","Kamala+Harris",2024-09-11,"National",2024,"d",1,0,2.36945,48.06955,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.339903784456105,3.92273069053111,1
"113","Donald+Trump",2024-09-10,"National",2024,"r",0,1,2.45995,45.7701,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.1926344749872,4.01323069053111,0
"114","Kamala+Harris",2024-09-10,"National",2024,"d",1,0,2.45995,48.23005,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.179403784456106,4.01323069053111,1
"115","Donald+Trump",2024-09-09,"National",2024,"r",0,1,2.58425,45.6587,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.3040344749872,4.13753069053111,0
"116","Kamala+Harris",2024-09-09,"National",2024,"d",1,0,2.58425,48.24295,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.166503784456104,4.13753069053111,1
"117","Donald+Trump",2024-09-08,"National",2024,"r",0,1,2.57964999999999,45.5127,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.4500344749872,4.1329306905311,0
"118","Kamala+Harris",2024-09-08,"National",2024,"d",1,0,2.57964999999999,48.09235,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.317103784456101,4.1329306905311,1
"119","Donald+Trump",2024-09-07,"National",2024,"r",0,1,2.99085,45.1699,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.7928344749872,4.54413069053111,0
"120","Kamala+Harris",2024-09-07,"National",2024,"d",1,0,2.99085,48.16075,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.248703784456104,4.54413069053111,1
"121","Donald+Trump",2024-09-06,"National",2024,"r",0,1,2.99254999999999,45.18415,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,4.7785844749872,4.5458306905311,0
"122","Kamala+Harris",2024-09-06,"National",2024,"d",1,0,2.99254999999999,48.1767,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.232753784456108,4.5458306905311,1
"123","Donald+Trump",2024-09-05,"National",2024,"r",0,1,3.03285,44.96125,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.0014844749872,4.58613069053111,0
"124","Kamala+Harris",2024-09-05,"National",2024,"d",1,0,3.03285,47.9941,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.415353784456101,4.58613069053111,1
"125","Donald+Trump",2024-09-04,"National",2024,"r",0,1,3.00725,44.76575,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.1969844749872,4.56053069053111,0
"126","Kamala+Harris",2024-09-04,"National",2024,"d",1,0,3.00725,47.773,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.636453784456101,4.56053069053111,1
"127","Donald+Trump",2024-09-03,"National",2024,"r",0,1,3.04519999999999,44.7055,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.2572344749872,4.5984806905311,0
"128","Kamala+Harris",2024-09-03,"National",2024,"d",1,0,3.04519999999999,47.7507,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.658753784456103,4.5984806905311,1
"129","Donald+Trump",2024-09-02,"National",2024,"r",0,1,3.059,44.70575,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.2569844749872,4.61228069053111,0
"130","Kamala+Harris",2024-09-02,"National",2024,"d",1,0,3.059,47.76475,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.644703784456105,4.61228069053111,1
"131","Donald+Trump",2024-09-01,"National",2024,"r",0,1,3.0905,44.7383,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.2244344749872,4.64378069053111,0
"132","Kamala+Harris",2024-09-01,"National",2024,"d",1,0,3.0905,47.8288,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.580653784456103,4.64378069053111,1
"133","Donald+Trump",2024-08-31,"National",2024,"r",0,1,3.1763,44.64795,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.3147844749872,4.72958069053111,0
"134","Kamala+Harris",2024-08-31,"National",2024,"d",1,0,3.1763,47.82425,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.585203784456105,4.72958069053111,1
"135","Donald+Trump",2024-08-30,"National",2024,"r",0,1,3.17505000000001,44.5645,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.3982344749872,4.72833069053112,0
"136","Kamala+Harris",2024-08-30,"National",2024,"d",1,0,3.17505000000001,47.73955,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.669903784456103,4.72833069053112,1
"137","Donald+Trump",2024-08-29,"National",2024,"r",0,1,3.35379999999999,44.31815,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,5.6445844749872,4.9070806905311,0
"138","Kamala+Harris",2024-08-29,"National",2024,"d",1,0,3.35379999999999,47.67195,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,0.737503784456102,4.9070806905311,1
"139","Donald+Trump",2024-08-28,"National",2024,"r",0,1,3.48070000000001,43.8483,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.1144344749872,5.03398069053112,0
"140","Kamala+Harris",2024-08-28,"National",2024,"d",1,0,3.48070000000001,47.329,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.0804537844561,5.03398069053112,1
"141","Donald+Trump",2024-08-27,"National",2024,"r",0,1,3.3495,43.81825,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.1444844749872,4.90278069053111,0
"142","Kamala+Harris",2024-08-27,"National",2024,"d",1,0,3.3495,47.16775,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.24170378445611,4.90278069053111,1
"143","Donald+Trump",2024-08-26,"National",2024,"r",0,1,3.3874,43.8087,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.1540344749872,4.94068069053111,0
"144","Kamala+Harris",2024-08-26,"National",2024,"d",1,0,3.3874,47.1961,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.2133537844561,4.94068069053111,1
"145","Donald+Trump",2024-08-25,"National",2024,"r",0,1,3.3513,43.71785,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.2448844749872,4.90458069053111,0
"146","Kamala+Harris",2024-08-25,"National",2024,"d",1,0,3.3513,47.06915,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.3403037844561,4.90458069053111,1
"147","Donald+Trump",2024-08-24,"National",2024,"r",0,1,3.43255,43.7503,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.2124344749872,4.98583069053111,0
"148","Kamala+Harris",2024-08-24,"National",2024,"d",1,0,3.43255,47.18285,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.2266037844561,4.98583069053111,1
"149","Donald+Trump",2024-08-23,"National",2024,"r",0,1,3.65434999999999,43.5972,49.9627344749872,-1.55328069053111,NA,NA,NA,NA,6.3655344749872,5.2076306905311,0
"150","Kamala+Harris",2024-08-23,"National",2024,"d",1,0,3.65434999999999,47.25155,48.4094537844561,-1.55328069053111,NA,NA,NA,NA,1.1579037844561,5.2076306905311,1
