"","doc_id","word","candidate"
"2468","2024-11-04","blowout","Kamala Harris"
"2469","2024-11-04",":","Kamala Harris"
"2470","2024-11-04","price","Kamala Harris"
"2471","2024-11-04","rent","Kamala Harris"
"2472","2024-11-04","cost","Kamala Harris"
"2473","2024-11-04","safety","Kamala Harris"
"2474","2024-11-04","war","Kamala Harris"
"2475","2024-11-04","Trump","Kamala Harris"
"2476","2024-11-04","/","Kamala Harris"
"2477","2024-11-04","and","Kamala Harris"
"2478","2024-11-04","Cheney","Kamala Harris"
"2479","2024-11-04","who","Kamala Harris"
"2480","2024-11-04",",","Kamala Harris"
"2481","2024-11-04","to","Kamala Harris"
"2482","2024-11-04","be","Kamala Harris"
"2483","2024-11-03","for","Kamala Harris"
"2484","2024-11-03","to","Kamala Harris"
"2485","2024-11-03","versus","Kamala Harris"
"2486","2024-11-03","Trump","Kamala Harris"
"2487","2024-11-02","-","Kamala Harris"
"2488","2024-11-01",",","Kamala Harris"
"2489","2024-11-01","and","Kamala Harris"
"2490","2024-11-01","Trump","Kamala Harris"
"2491","2024-11-01","how","Kamala Harris"
"2492","2024-11-01","and","Kamala Harris"
"2493","2024-10-31","Kamala","Kamala Harris"
"2494","2024-10-30","the","Kamala Harris"
"2495","2024-10-30","left","Kamala Harris"
"2496","2024-10-30","grows","Kamala Harris"
"2497","2024-10-30","and","Kamala Harris"
"2498","2024-10-30","(","Kamala Harris"
"2499","2024-10-30","news","Kamala Harris"
"2500","2024-10-30",",","Kamala Harris"
"2501","2024-10-30","Oct.","Kamala Harris"
"2502","2024-10-30",")","Kamala Harris"
"2503","2024-10-30","or","Kamala Harris"
"2504","2024-10-30","congressional","Kamala Harris"
"2505","2024-10-30","like","Kamala Harris"
"2506","2024-10-30","Sherrod","Kamala Harris"
"2507","2024-10-29",",","Kamala Harris"
"2508","2024-10-29","not","Kamala Harris"
"2509","2024-10-29","who","Kamala Harris"
"2510","2024-10-29","be","Kamala Harris"
"2511","2024-10-29","end","Kamala Harris"
"2512","2024-10-29","pack","Kamala Harris"
"2513","2024-10-29","view","Kamala Harris"
"2514","2024-10-29","and","Kamala Harris"
"2515","2024-10-29","she","Kamala Harris"
"2516","2024-10-29","and","Kamala Harris"
"2517","2024-10-29","Tim","Kamala Harris"
"2518","2024-10-28","""","Kamala Harris"
"2519","2024-10-28","the","Kamala Harris"
"2520","2024-10-28","rally","Kamala Harris"
"2521","2024-10-28","in","Kamala Harris"
"2522","2024-10-28",",","Kamala Harris"
"2523","2024-10-28","Mich","Kamala Harris"
"2524","2024-10-26",",","Kamala Harris"
"2525","2024-10-26","as","Kamala Harris"
"2526","2024-10-26","percent","Kamala Harris"
"2527","2024-10-26","for","Kamala Harris"
"2528","2024-10-25","because","Kamala Harris"
"2529","2024-10-25","on","Kamala Harris"
"2530","2024-10-25","the","Kamala Harris"
"2531","2024-10-25","office","Kamala Harris"
"2532","2024-10-25","the","Kamala Harris"
"2533","2024-10-25","Cheney","Kamala Harris"
"2534","2024-10-24","very","Kamala Harris"
"2535","2020-10-31","a","Joseph Biden"
"2536","2020-10-31","Trump","Joseph Biden"
"2537","2020-10-31","administration","Joseph Biden"
"2538","2020-10-31",":","Joseph Biden"
"2539","2020-10-31","access","Joseph Biden"
"2540","2020-10-29","'s","Joseph Biden"
"2541","2020-10-29","Stirs","Joseph Biden"
"2542","2020-10-28","'s","Joseph Biden"
"2543","2020-10-28","Obama","Joseph Biden"
"2544","2020-10-27","Hunter","Joseph Biden"
"2545","2020-10-27","'s","Joseph Biden"
"2546","2020-10-26","to","Joseph Biden"
"2547","2020-10-26","be","Joseph Biden"
"2548","2020-10-26","against","Joseph Biden"
"2549","2020-10-26","than","Joseph Biden"
"2550","2020-10-26","because","Joseph Biden"
"2551","2020-10-26",",","Joseph Biden"
"2552","2020-10-26","case","Joseph Biden"
"2553","2020-10-26",",","Joseph Biden"
"2554","2020-10-26","be","Joseph Biden"
"2555","2020-10-26","get","Joseph Biden"
"2556","2020-10-26","for","Joseph Biden"
"2557","2020-10-26","to","Joseph Biden"
"2558","2020-10-26","be","Joseph Biden"
"2559","2020-10-26","end","Joseph Biden"
"2560","2020-10-26","for","Joseph Biden"
"2561","2020-10-26","Harris","Joseph Biden"
"2562","2020-10-26","fate","Joseph Biden"
"2563","2020-10-26","be","Joseph Biden"
"2564","2020-10-26","under","Joseph Biden"
"2565","2020-10-26","a","Joseph Biden"
"2566","2020-10-26","administration","Joseph Biden"
"2567","2020-10-26","be","Joseph Biden"
"2568","2020-10-26","because","Joseph Biden"
"2569","2020-10-26",",","Joseph Biden"
"2570","2020-10-26","case","Joseph Biden"
"2571","2020-10-26",",","Joseph Biden"
"2572","2020-10-26","be","Joseph Biden"
"2573","2020-10-26","get","Joseph Biden"
"2574","2020-10-26","for","Joseph Biden"
"2575","2020-10-26","to","Joseph Biden"
"2576","2020-10-26","be","Joseph Biden"
"2577","2020-10-26","end","Joseph Biden"
"2578","2020-10-26","for","Joseph Biden"
"2579","2020-10-26","Harris","Joseph Biden"
"2580","2020-10-26","fate","Joseph Biden"
"2581","2020-10-26","be","Joseph Biden"
"2582","2020-10-26","under","Joseph Biden"
"2583","2020-10-26","a","Joseph Biden"
"2584","2020-10-26","administration","Joseph Biden"
"2585","2020-10-26","be","Joseph Biden"
"2586","2020-10-23",",","Joseph Biden"
"2587","2020-10-23","and","Joseph Biden"
"2588","2020-10-23","of","Joseph Biden"
"2589","2020-10-23","on","Joseph Biden"
"2590","2020-10-23","Hunter","Joseph Biden"
"2591","2020-10-23","but","Joseph Biden"
"2592","2020-10-23","for","Joseph Biden"
"2593","2020-10-23","'s","Joseph Biden"
"2594","2020-10-23","to","Joseph Biden"
"2595","2020-10-23","about","Joseph Biden"
"2596","2020-10-23","Hunter","Joseph Biden"
"2597","2020-10-23",",","Joseph Biden"
"2598","2020-10-23","subject","Joseph Biden"
"2599","2020-10-23","and","Joseph Biden"
"2600","2020-10-23","-","Joseph Biden"
"2601","2020-10-23","dishonest","Joseph Biden"
"2602","2020-10-23","?","Joseph Biden"
"2603","2020-10-23","Hunter","Joseph Biden"
"2604","2020-10-23","Hunter","Joseph Biden"
"2605","2020-10-23","Biden","Joseph Biden"
"2606","2020-10-23","-","Joseph Biden"
"2607","2020-10-23","on","Joseph Biden"
"2608","2020-10-23","against","Joseph Biden"
"2609","2020-10-23","with","Joseph Biden"
"2610","2020-10-23","frack","Joseph Biden"
"2611","2020-10-23","Hunter","Joseph Biden"
"2612","2020-10-23","Hunter","Joseph Biden"
"2613","2020-10-23","'s","Joseph Biden"
"2614","2020-10-23","of","Joseph Biden"
"2615","2020-10-23","Hunter","Joseph Biden"
"2616","2020-10-23","Hunter","Joseph Biden"
"2617","2020-10-23","'s","Joseph Biden"
"2618","2020-10-23","about","Joseph Biden"
"2619","2020-10-23","Hunter","Joseph Biden"
"2620","2020-10-23","like","Joseph Biden"
"2621","2020-10-23","Hunter","Joseph Biden"
"2622","2020-10-23","want","Joseph Biden"
"2623","2020-10-23","run","Joseph Biden"
"2624","2020-10-23","behind","Joseph Biden"
"2625","2020-10-23","and","Joseph Biden"
"2626","2020-10-23","but","Joseph Biden"
"2627","2020-10-23","for","Joseph Biden"
"2628","2020-10-23","'s","Joseph Biden"
"2629","2020-10-23","to","Joseph Biden"
"2630","2020-10-23","about","Joseph Biden"
"2631","2020-10-23","Hunter","Joseph Biden"
"2632","2020-10-23",",","Joseph Biden"
"2633","2020-10-23","subject","Joseph Biden"
"2634","2020-10-23","and","Joseph Biden"
"2635","2020-10-23","-","Joseph Biden"
"2636","2020-10-23","dishonest","Joseph Biden"
"2637","2020-10-23","?","Joseph Biden"
"2638","2020-10-23","Hunter","Joseph Biden"
"2639","2020-10-23","Hunter","Joseph Biden"
"2640","2020-10-23","Biden","Joseph Biden"
"2641","2020-10-23","-","Joseph Biden"
"2642","2020-10-23","on","Joseph Biden"
"2643","2020-10-23","against","Joseph Biden"
"2644","2020-10-23","with","Joseph Biden"
"2645","2020-10-23","frack","Joseph Biden"
"2646","2020-10-23","Hunter","Joseph Biden"
"2647","2020-10-23","Hunter","Joseph Biden"
"2648","2020-10-23","'s","Joseph Biden"
"2649","2020-10-23","of","Joseph Biden"
"2650","2020-10-23","Hunter","Joseph Biden"
"2651","2020-10-23","Hunter","Joseph Biden"
"2652","2020-10-23","'s","Joseph Biden"
"2653","2020-10-23","about","Joseph Biden"
"2654","2020-10-23","Hunter","Joseph Biden"
"2655","2020-10-23","like","Joseph Biden"
"2656","2020-10-23","Hunter","Joseph Biden"
"2657","2020-10-23","want","Joseph Biden"
"2658","2020-10-23","run","Joseph Biden"
"2659","2020-10-23","behind","Joseph Biden"
"2660","2020-10-23","and","Joseph Biden"
"2661","2020-10-23","Hunter","Joseph Biden"
"2662","2020-10-23","and","Joseph Biden"
"2663","2020-10-23","Diverge","Joseph Biden"
"2664","2020-10-23","Sharply","Joseph Biden"
"2665","2020-10-23","Trump","Joseph Biden"
"2666","2020-10-23","'s","Joseph Biden"
"2667","2020-10-23","'s","Joseph Biden"
"2668","2020-10-23","'s","Joseph Biden"
"2669","2020-10-23","'s","Joseph Biden"
"2670","2020-10-23","degree","Joseph Biden"
"2671","2020-10-23","'s","Joseph Biden"
"2672","2020-10-23","-","Joseph Biden"
"2673","2020-10-23","lead","Joseph Biden"
"2674","2020-10-23","'s","Joseph Biden"
"2675","2020-10-23","Trump","Joseph Biden"
"2676","2020-10-23","and","Joseph Biden"
"2677","2020-10-23","'s","Joseph Biden"
"2678","2020-10-21","moderator","Joseph Biden"
"2679","2020-10-21","Chris","Joseph Biden"
"2680","2020-10-21","Wallace","Joseph Biden"
"2681","2020-10-20","Obama","Joseph Biden"
"2682","2020-10-20","-","Joseph Biden"
"2683","2020-10-20","from","Joseph Biden"
"2684","2020-10-20","Team","Joseph Biden"
"2685","2020-10-20",",","Joseph Biden"
"2686","2020-10-20","$","Joseph Biden"
"2687","2020-10-20","after","Joseph Biden"
"2688","2020-10-20","to","Joseph Biden"
"2689","2020-10-20","about","Joseph Biden"
"2690","2020-10-20","Hunter","Joseph Biden"
"2691","2020-10-19","and","Joseph Biden"
"2692","2020-10-16","vs.","Joseph Biden"
"2693","2020-10-16","a","Joseph Biden"
"2694","2020-10-16","deliberate","Joseph Biden"
"2695","2020-10-16","with","Joseph Biden"
"2696","2020-10-16","a","Joseph Biden"
"2697","2020-10-16","administration","Joseph Biden"
"2698","2020-10-16","'s","Joseph Biden"
"2699","2020-10-16","'s","Joseph Biden"
"2700","2020-10-16","'s","Joseph Biden"
"2701","2020-10-16","for","Joseph Biden"
"2702","2020-10-16","'s","Joseph Biden"
"2703","2020-10-16","'s","Joseph Biden"
"2704","2020-10-16","for","Joseph Biden"
"2705","2020-10-16","'s","Joseph Biden"
"2706","2020-10-14","'s","Joseph Biden"
"2707","2020-10-13","'s","Joseph Biden"
"2708","2020-10-08","than","Joseph Biden"
"2709","2020-10-07","and","Joseph Biden"
"2710","2020-10-02","'s","Joseph Biden"
"2711","2020-10-02","strategy","Joseph Biden"
"2712","2020-10-02",",","Joseph Biden"
"2713","2020-10-02","limit","Joseph Biden"
"2714","2020-10-02","towards","Joseph Biden"
"2715","2020-10-02","'s","Joseph Biden"
"2716","2020-10-02","on","Joseph Biden"
"2717","2020-10-02","'s","Joseph Biden"
"2718","2020-10-02","strategy","Joseph Biden"
"2719","2020-10-02",",","Joseph Biden"
"2720","2020-10-02","limit","Joseph Biden"
"2721","2020-10-02","towards","Joseph Biden"
"2722","2020-10-02","'s","Joseph Biden"
"2723","2020-10-02","on","Joseph Biden"
"2724","2020-10-01","'s","Joseph Biden"
"2725","2020-10-01","Trump","Joseph Biden"
"2726","2020-10-01","-","Joseph Biden"
"2727","2020-10-01","for","Joseph Biden"
"2728","2020-09-30","'s","Joseph Biden"
"2729","2020-09-30",",","Joseph Biden"
"2730","2020-09-30","hand","Joseph Biden"
"2731","2020-09-30","mask","Joseph Biden"
"2732","2020-09-30","over","Joseph Biden"
"2733","2020-09-25","-","Joseph Biden"
"2734","2020-09-25","b","Joseph Biden"
"2735","2020-09-25","-","Joseph Biden"
"2736","2020-09-25","b","Joseph Biden"
"2737","2020-09-25","-","Joseph Biden"
"2738","2020-09-25","b","Joseph Biden"
"2739","2020-09-25","-","Joseph Biden"
"2740","2020-09-25","'s","Joseph Biden"
"2741","2020-11-02","Harris","Joseph Biden"
"2742","2020-11-02","Harris","Joseph Biden"
"2743","2020-10-30","Harris","Joseph Biden"
"2744","2020-10-30","'s","Joseph Biden"
"2745","2020-10-30","'s","Joseph Biden"
"2746","2020-10-30","for","Joseph Biden"
"2747","2020-10-30","Court","Joseph Biden"
"2748","2020-10-30","to","Joseph Biden"
"2749","2020-10-30","'s","Joseph Biden"
"2750","2020-10-30","for","Joseph Biden"
"2751","2020-10-30","Court","Joseph Biden"
"2752","2020-10-30","to","Joseph Biden"
"2753","2020-10-25","than","Joseph Biden"
"2754","2020-10-31","team","Joseph Biden"
"2755","2020-10-31","face","Joseph Biden"
"2756","2020-10-30","President","Joseph Biden"
"2757","2020-10-30","Mr.","Joseph Biden"
"2758","2020-10-30","Mr.","Joseph Biden"
"2759","2020-10-30","campaign","Joseph Biden"
"2760","2020-10-30","voter","Joseph Biden"
"2761","2020-10-30","campaign","Joseph Biden"
"2762","2020-10-29","Mr.","Joseph Biden"
"2763","2020-10-29","Mr.","Joseph Biden"
"2764","2020-10-28","Mr.","Joseph Biden"
"2765","2020-10-28","President","Joseph Biden"
"2766","2020-10-28","President","Joseph Biden"
"2767","2020-10-28","Mr.","Joseph Biden"
"2768","2020-10-28","statement","Joseph Biden"
"2769","2020-10-28","tell","Joseph Biden"
"2770","2020-10-28","one","Joseph Biden"
"2771","2020-10-28","say","Joseph Biden"
"2772","2020-10-28","Mr.","Joseph Biden"
"2773","2020-10-28","have","Joseph Biden"
"2774","2020-10-27","presidency","Joseph Biden"
"2775","2020-10-27","Mr.","Joseph Biden"
"2776","2020-10-27","Mr.","Joseph Biden"
"2777","2020-10-27","Mr.","Joseph Biden"
"2778","2020-10-27","family","Joseph Biden"
"2779","2020-10-27","laptop","Joseph Biden"
"2780","2020-10-26","victory","Joseph Biden"
"2781","2020-10-26","go","Joseph Biden"
"2782","2020-10-26","same","Joseph Biden"
"2783","2020-10-26","have","Joseph Biden"
"2784","2020-10-26","harder","Joseph Biden"
"2785","2020-10-26","neck","Joseph Biden"
"2786","2020-10-26","mean","Joseph Biden"
"2787","2020-10-26","vote","Joseph Biden"
"2788","2020-10-26","go","Joseph Biden"
"2789","2020-10-26","have","Joseph Biden"
"2790","2020-10-26","raise","Joseph Biden"
"2791","2020-10-26","win","Joseph Biden"
"2792","2020-10-26","want","Joseph Biden"
"2793","2020-10-26","help","Joseph Biden"
"2794","2020-10-26","Administration","Joseph Biden"
"2795","2020-10-26","think","Joseph Biden"
"2796","2020-10-26","President","Joseph Biden"
"2797","2020-10-26","Administration","Joseph Biden"
"2798","2020-10-26","victory","Joseph Biden"
"2799","2020-10-26","make","Joseph Biden"
"2800","2020-10-26","go","Joseph Biden"
"2801","2020-10-26","77","Joseph Biden"
"2802","2020-10-26","run","Joseph Biden"
"2803","2020-10-26","mean","Joseph Biden"
"2804","2020-10-26","vote","Joseph Biden"
"2805","2020-10-26","go","Joseph Biden"
"2806","2020-10-26","have","Joseph Biden"
"2807","2020-10-26","raise","Joseph Biden"
"2808","2020-10-26","win","Joseph Biden"
"2809","2020-10-26","want","Joseph Biden"
"2810","2020-10-26","help","Joseph Biden"
"2811","2020-10-26","Administration","Joseph Biden"
"2812","2020-10-26","think","Joseph Biden"
"2813","2020-10-26","President","Joseph Biden"
"2814","2020-10-26","Administration","Joseph Biden"
"2815","2020-10-26","victory","Joseph Biden"
"2816","2020-10-26","make","Joseph Biden"
"2817","2020-10-26","go","Joseph Biden"
"2818","2020-10-26","77","Joseph Biden"
"2819","2020-10-26","run","Joseph Biden"
"2820","2020-10-24","decide","Joseph Biden"
"2821","2020-10-23","need","Joseph Biden"
"2822","2020-10-23","civil","Joseph Biden"
"2823","2020-10-23","significance","Joseph Biden"
"2824","2020-10-23","go","Joseph Biden"
"2825","2020-10-23","win","Joseph Biden"
"2826","2020-10-23","win","Joseph Biden"
"2827","2020-10-23","win","Joseph Biden"
"2828","2020-10-23","blow","Joseph Biden"
"2829","2020-10-23","ahead","Joseph Biden"
"2830","2020-10-23","give","Joseph Biden"
"2831","2020-10-23","stronger","Joseph Biden"
"2832","2020-10-23","fad","Joseph Biden"
"2833","2020-10-23","get","Joseph Biden"
"2834","2020-10-23","dishonest","Joseph Biden"
"2835","2020-10-23","dishonest","Joseph Biden"
"2836","2020-10-23","do","Joseph Biden"
"2837","2020-10-23","do","Joseph Biden"
"2838","2020-10-23","question","Joseph Biden"
"2839","2020-10-23","say","Joseph Biden"
"2840","2020-10-23","make","Joseph Biden"
"2841","2020-10-23","want","Joseph Biden"
"2842","2020-10-23","call","Joseph Biden"
"2843","2020-10-23","say","Joseph Biden"
"2844","2020-10-23","attack","Joseph Biden"
"2845","2020-10-23","attack","Joseph Biden"
"2846","2020-10-23","thing","Joseph Biden"
"2847","2020-10-23","support","Joseph Biden"
"2848","2020-10-23","stuff","Joseph Biden"
"2849","2020-10-23","career","Joseph Biden"
"2850","2020-10-23","profile","Joseph Biden"
"2851","2020-10-23","deal","Joseph Biden"
"2852","2020-10-23","campaign","Joseph Biden"
"2853","2020-10-23","stuff","Joseph Biden"
"2854","2020-10-23","do","Joseph Biden"
"2855","2020-10-23","know","Joseph Biden"
"2856","2020-10-23","people","Joseph Biden"
"2857","2020-10-23","good","Joseph Biden"
"2858","2020-10-23","candidate","Joseph Biden"
"2859","2020-10-23","avoid","Joseph Biden"
"2860","2020-10-23","acceptable","Joseph Biden"
"2861","2020-10-23","run","Joseph Biden"
"2862","2020-10-23","do","Joseph Biden"
"2863","2020-10-23","vote","Joseph Biden"
"2864","2020-10-23","win","Joseph Biden"
"2865","2020-10-23","win","Joseph Biden"
"2866","2020-10-23","win","Joseph Biden"
"2867","2020-10-23","win","Joseph Biden"
"2868","2020-10-23","have","Joseph Biden"
"2869","2020-10-23","have","Joseph Biden"
"2870","2020-10-23","win","Joseph Biden"
"2871","2020-10-23","win","Joseph Biden"
"2872","2020-10-23","win","Joseph Biden"
"2873","2020-10-23","blow","Joseph Biden"
"2874","2020-10-23","ahead","Joseph Biden"
"2875","2020-10-23","give","Joseph Biden"
"2876","2020-10-23","stronger","Joseph Biden"
"2877","2020-10-23","fad","Joseph Biden"
"2878","2020-10-23","get","Joseph Biden"
"2879","2020-10-23","dishonest","Joseph Biden"
"2880","2020-10-23","dishonest","Joseph Biden"
"2881","2020-10-23","do","Joseph Biden"
"2882","2020-10-23","do","Joseph Biden"
"2883","2020-10-23","question","Joseph Biden"
"2884","2020-10-23","say","Joseph Biden"
"2885","2020-10-23","make","Joseph Biden"
"2886","2020-10-23","want","Joseph Biden"
"2887","2020-10-23","call","Joseph Biden"
"2888","2020-10-23","say","Joseph Biden"
"2889","2020-10-23","attack","Joseph Biden"
"2890","2020-10-23","attack","Joseph Biden"
"2891","2020-10-23","thing","Joseph Biden"
"2892","2020-10-23","support","Joseph Biden"
"2893","2020-10-23","stuff","Joseph Biden"
"2894","2020-10-23","career","Joseph Biden"
"2895","2020-10-23","profile","Joseph Biden"
"2896","2020-10-23","deal","Joseph Biden"
"2897","2020-10-23","campaign","Joseph Biden"
"2898","2020-10-23","stuff","Joseph Biden"
"2899","2020-10-23","do","Joseph Biden"
"2900","2020-10-23","know","Joseph Biden"
"2901","2020-10-23","people","Joseph Biden"
"2902","2020-10-23","good","Joseph Biden"
"2903","2020-10-23","candidate","Joseph Biden"
"2904","2020-10-23","avoid","Joseph Biden"
"2905","2020-10-23","acceptable","Joseph Biden"
"2906","2020-10-23","run","Joseph Biden"
"2907","2020-10-23","do","Joseph Biden"
"2908","2020-10-23","vote","Joseph Biden"
"2909","2020-10-23","win","Joseph Biden"
"2910","2020-10-23","win","Joseph Biden"
"2911","2020-10-23","win","Joseph Biden"
"2912","2020-10-23","win","Joseph Biden"
"2913","2020-10-23","have","Joseph Biden"
"2914","2020-10-23","have","Joseph Biden"
"2915","2020-10-23","allegation","Joseph Biden"
"2916","2020-10-23","debate","Joseph Biden"
"2917","2020-10-23","President","Joseph Biden"
"2918","2020-10-23","statement","Joseph Biden"
"2919","2020-10-23","promise","Joseph Biden"
"2920","2020-10-23","performance","Joseph Biden"
"2921","2020-10-23","lose","Joseph Biden"
"2922","2020-10-23","Mr.","Joseph Biden"
"2923","2020-10-23","Mr.","Joseph Biden"
"2924","2020-10-23","win","Joseph Biden"
"2925","2020-10-23","way","Joseph Biden"
"2926","2020-10-23","win","Joseph Biden"
"2927","2020-10-23","spend","Joseph Biden"
"2928","2020-10-23","give","Joseph Biden"
"2929","2020-10-23","best","Joseph Biden"
"2930","2020-10-23","he","Joseph Biden"
"2931","2020-10-23","child","Joseph Biden"
"2932","2020-10-23","tell","Joseph Biden"
"2933","2020-10-21","interrupt","Joseph Biden"
"2934","2020-10-21","campaign","Joseph Biden"
"2935","2020-10-21","campaign","Joseph Biden"
"2936","2020-10-20","Administration","Joseph Biden"
"2937","2020-10-20","ads","Joseph Biden"
"2938","2020-10-20","$","Joseph Biden"
"2939","2020-10-20","go","Joseph Biden"
"2940","2020-10-20","reference","Joseph Biden"
"2941","2020-10-20","dirt","Joseph Biden"
"2942","2020-10-19","inaugurate","Joseph Biden"
"2943","2020-10-19","do","Joseph Biden"
"2944","2020-10-19","kill","Joseph Biden"
"2945","2020-10-19","continue","Joseph Biden"
"2946","2020-10-16","Mr.","Joseph Biden"
"2947","2020-10-16","protect","Joseph Biden"
"2948","2020-10-16","compromise","Joseph Biden"
"2949","2020-10-16","discussion","Joseph Biden"
"2950","2020-10-16","temperament","Joseph Biden"
"2951","2020-10-16","do","Joseph Biden"
"2952","2020-10-16","effort","Joseph Biden"
"2953","2020-10-16","legislation","Joseph Biden"
"2954","2020-10-16","try","Joseph Biden"
"2955","2020-10-16","let","Joseph Biden"
"2956","2020-10-16","vote","Joseph Biden"
"2957","2020-10-16","go","Joseph Biden"
"2958","2020-10-16","senility","Joseph Biden"
"2959","2020-10-16","front","Joseph Biden"
"2960","2020-10-16","do","Joseph Biden"
"2961","2020-10-16","effort","Joseph Biden"
"2962","2020-10-16","legislation","Joseph Biden"
"2963","2020-10-16","try","Joseph Biden"
"2964","2020-10-16","let","Joseph Biden"
"2965","2020-10-16","vote","Joseph Biden"
"2966","2020-10-16","go","Joseph Biden"
"2967","2020-10-16","senility","Joseph Biden"
"2968","2020-10-16","front","Joseph Biden"
"2969","2020-10-15","Mr.","Joseph Biden"
"2970","2020-10-14","poise","Joseph Biden"
"2971","2020-10-14","lead","Joseph Biden"
"2972","2020-10-13","reluctance","Joseph Biden"
"2973","2020-10-13","rule","Joseph Biden"
"2974","2020-10-13","chairman","Joseph Biden"
"2975","2020-10-12","do","Joseph Biden"
"2976","2020-10-12","Administration","Joseph Biden"
"2977","2020-10-08","pack","Joseph Biden"
"2978","2020-10-08","parry","Joseph Biden"
"2979","2020-10-07","President","Joseph Biden"
"2980","2020-10-07","trail","Joseph Biden"
"2981","2020-10-07","dispell","Joseph Biden"
"2982","2020-10-07","suffer","Joseph Biden"
"2983","2020-10-07","mock","Joseph Biden"
"2984","2020-10-07","blow","Joseph Biden"
"2985","2020-10-07","win","Joseph Biden"
"2986","2020-10-07","defeat","Joseph Biden"
"2987","2020-10-07","Mr.","Joseph Biden"
"2988","2020-10-07","campaign","Joseph Biden"
"2989","2020-10-07","sick","Joseph Biden"
"2990","2020-10-07","Mr.","Joseph Biden"
"2991","2020-10-06","Mr.","Joseph Biden"
"2992","2020-10-06","Mr.","Joseph Biden"
"2993","2020-10-06","Mr.","Joseph Biden"
"2994","2020-10-06","Mr.","Joseph Biden"
"2995","2020-10-06","Mr.","Joseph Biden"
"2996","2020-10-06","Mr.","Joseph Biden"
"2997","2020-10-06","Mr.","Joseph Biden"
"2998","2020-10-06","Mr.","Joseph Biden"
"2999","2020-10-06","President","Joseph Biden"
"3000","2020-10-06","more","Joseph Biden"
"3001","2020-10-06","Mr.","Joseph Biden"
"3002","2020-10-06","Mr.","Joseph Biden"
"3003","2020-10-06","Mr.","Joseph Biden"
"3004","2020-10-02","Mr.","Joseph Biden"
"3005","2020-10-02","Mr.","Joseph Biden"
"3006","2020-10-02","make","Joseph Biden"
"3007","2020-10-02","say","Joseph Biden"
"3008","2020-10-02","describe","Joseph Biden"
"3009","2020-10-02","presidency","Joseph Biden"
"3010","2020-10-02","elect","Joseph Biden"
"3011","2020-10-02","lead","Joseph Biden"
"3012","2020-10-02","leadership","Joseph Biden"
"3013","2020-10-02","hire","Joseph Biden"
"3014","2020-10-02","man","Joseph Biden"
"3015","2020-10-02","bait","Joseph Biden"
"3016","2020-10-02","do","Joseph Biden"
"3017","2020-10-02","seem","Joseph Biden"
"3018","2020-10-02","hire","Joseph Biden"
"3019","2020-10-02","presidency","Joseph Biden"
"3020","2020-10-02","refuse","Joseph Biden"
"3021","2020-10-02","Administration","Joseph Biden"
"3022","2020-10-02","more","Joseph Biden"
"3023","2020-10-02","say","Joseph Biden"
"3024","2020-10-02","presidency","Joseph Biden"
"3025","2020-10-02","do","Joseph Biden"
"3026","2020-10-02","do","Joseph Biden"
"3027","2020-10-02","have","Joseph Biden"
"3028","2020-10-02","cost","Joseph Biden"
"3029","2020-10-02","hold","Joseph Biden"
"3030","2020-10-02","advantage","Joseph Biden"
"3031","2020-10-02","blame","Joseph Biden"
"3032","2020-10-02","suggest","Joseph Biden"
"3033","2020-10-02","make","Joseph Biden"
"3034","2020-10-02","say","Joseph Biden"
"3035","2020-10-02","describe","Joseph Biden"
"3036","2020-10-02","presidency","Joseph Biden"
"3037","2020-10-02","elect","Joseph Biden"
"3038","2020-10-02","lead","Joseph Biden"
"3039","2020-10-02","leadership","Joseph Biden"
"3040","2020-10-02","hire","Joseph Biden"
"3041","2020-10-02","man","Joseph Biden"
"3042","2020-10-02","bait","Joseph Biden"
"3043","2020-10-02","do","Joseph Biden"
"3044","2020-10-02","seem","Joseph Biden"
"3045","2020-10-02","hire","Joseph Biden"
"3046","2020-10-02","presidency","Joseph Biden"
"3047","2020-10-02","refuse","Joseph Biden"
"3048","2020-10-02","Administration","Joseph Biden"
"3049","2020-10-02","more","Joseph Biden"
"3050","2020-10-02","say","Joseph Biden"
"3051","2020-10-02","presidency","Joseph Biden"
"3052","2020-10-02","do","Joseph Biden"
"3053","2020-10-02","do","Joseph Biden"
"3054","2020-10-02","have","Joseph Biden"
"3055","2020-10-02","cost","Joseph Biden"
"3056","2020-10-02","hold","Joseph Biden"
"3057","2020-10-02","advantage","Joseph Biden"
"3058","2020-10-02","blame","Joseph Biden"
"3059","2020-10-02","suggest","Joseph Biden"
"3060","2020-10-02","President","Joseph Biden"
"3061","2020-10-01","right","Joseph Biden"
"3062","2020-10-01","proposal","Joseph Biden"
"3063","2020-10-01","debate","Joseph Biden"
"3064","2020-10-01","exhort","Joseph Biden"
"3065","2020-10-01","sentence","Joseph Biden"
"3066","2020-10-01","hold","Joseph Biden"
"3067","2020-10-01","stand","Joseph Biden"
"3068","2020-09-30","refuse","Joseph Biden"
"3069","2020-09-30","Mr.","Joseph Biden"
"3070","2020-09-30","Mr.","Joseph Biden"
"3071","2020-09-30","Mr.","Joseph Biden"
"3072","2020-09-30","let","Joseph Biden"
"3073","2020-09-30","address","Joseph Biden"
"3074","2020-09-30","match","Joseph Biden"
"3075","2020-09-30","cultivate","Joseph Biden"
"3076","2020-09-30","dominate","Joseph Biden"
"3077","2020-09-30","say","Joseph Biden"
